"","Churn","CreditScore","Geography","Gender","Age","Tenure","Balance","NumOfProducts","HasCrCard","IsActiveMember","EstimatedSalary","Log_Churn_Prob","Log_Churn_Prediction","LDA_Churn_Prob","LDA_Churn_Prediction","QDA_Churn_Prob","QDA_Churn_Prediction","Dato"
"41","No",0.176470588235294,"Spain","Male",0.318840579710145,0.4,0,"1","1","0",0.350746696309498,0.11830509892382,"No",0.112497275211337,"No",0.0834808705440475,"No",2019-05-13
"42","Yes",0.161220043572985,"France","Female",0.478260869565217,0.8,0.488335004861934,"1","0","0",0.906516922366086,0.370589097752272,"Yes",0.378738484288136,"Yes",0.424160511887441,"Yes",2020-03-16
"43","No",0.359477124183007,"France","Female",0.623188405797101,0.2,0.467996189209731,"1","1","1",0.470756207217789,0.541293098801195,"Yes",0.573684574908793,"Yes",0.606833168240155,"Yes",2019-08-23
"44","Yes",0.965141612200436,"France","Female",0.449275362318841,0.2,0.523696932089041,"1","0","0",0.97186371298459,0.329198684249885,"Yes",0.330242099268851,"Yes",0.318508359452785,"Yes",2020-03-23
"45","No",0.586056644880174,"Spain","Female",0.623188405797101,0.5,0.621491817653933,"1","1","1",0.791709658272365,0.544152511845773,"Yes",0.573079019833955,"Yes",0.389775290824069,"Yes",2019-09-22
"46","No",0.838779956427015,"Germany","Female",0.202898550724638,0.4,0.436117827760267,"2","1","1",0.632589812327077,0.252489301877207,"Yes",0.245995943439459,"Yes",0.336762392028098,"Yes",2015-11-05
"47","Yes",0.954248366013072,"Germany","Female",0.130434782608696,0.9,0.446578409584545,"1","1","1",0.598540310599662,0.178008754946377,"Yes",0.166591787569088,"Yes",0.322032284594498,"Yes",2015-08-05
"48","Yes",0.535947712418301,"Germany","Female",0.304347826086957,0.9,0.549401551841228,"1","1","1",0.588112264721281,0.356796461131449,"Yes",0.364872773252046,"Yes",0.47932472049656,"Yes",2015-03-27
"49","No",0.34640522875817,"Germany","Male",0.289855072463768,0.2,0.412085161748342,"1","0","1",0.454376142921649,0.250338467729629,"Yes",0.254607131399048,"Yes",0.352057190002503,"Yes",2019-07-06
"50","No",0.838779956427015,"Germany","Female",0.27536231884058,0.2,0.413591111833494,"2","1","0",0.97053038565183,0.32256061975625,"Yes",0.32599905759697,"Yes",0.420272018381572,"Yes",2019-09-04
"51","No",0.668845315904139,"Germany","Male",0.376811594202899,1,0.4637873887362,"2","1","0",0.99033247675153,0.282748010621356,"Yes",0.301652397765418,"Yes",0.44218439273189,"Yes",2015-04-14
"52","No",0.422657952069717,"Germany","Male",0.260869565217391,0.5,0.582112721543635,"2","0","0",0.432106216143642,0.233813064253005,"Yes",0.232652607941599,"Yes",0.298025839626588,"Yes",2017-05-02
"53","No",0.864923747276688,"France","Female",0.217391304347826,0.5,0,"2","0","0",0.584888906890608,0.106056228392256,"No",0.0954710575926591,"No",0.0768021694602983,"No",2015-01-11
"54","Yes",0.57516339869281,"Germany","Male",0.333333333333333,0.8,0.500450083139334,"1","0","0",0.820225131500058,0.263216075848693,"Yes",0.274043377895227,"Yes",0.380478850867261,"Yes",2016-11-29
"55","Yes",0.457516339869281,"Germany","Male",0.347826086956522,0.1,0.39257261783061,"1","1","0",0.200035003342819,0.296443005101719,"Yes",0.309959313127761,"Yes",0.41388646815723,"Yes",2018-12-26
"56","No",0.496732026143791,"France","Male",0.36231884057971,0.1,0.499054895156834,"1","1","1",0.567048703151151,0.180653102578779,"Yes",0.171964082347367,"Yes",0.168441433293124,"Yes",2020-06-26
"57","No",0.577342047930283,"France","Male",0.391304347826087,0.5,0.509626836936064,"1","1","0",0.43552154230729,0.185060265600002,"Yes",0.179887012597073,"Yes",0.175440338971636,"Yes",2019-11-06
"58","No",0.727668845315904,"Germany","Male",0.0144927536231884,0,0.302466232405356,"1","0","0",0.22803262711589,0.080571996297766,"No",0.0690619914774674,"No",0.0708668909977995,"No",2019-05-18
"59","Yes",0.261437908496732,"Spain","Female",0.695652173913043,0.4,0,"1","1","0",0.00815842912998191,0.540439755967969,"Yes",0.592727519343157,"Yes",0.401736146367711,"Yes",2016-06-17
"60","No",0.485838779956427,"France","Male",0.478260869565217,0.4,0.16216113881138,"1","1","1",0.233840831799437,0.21393562593912,"Yes",0.222694137251863,"Yes",0.231234265625926,"Yes",2020-03-20
"61","No",0.764705882352941,"Germany","Male",0.246376811594203,0.5,0.54546848084814,"1","0","0",0.422530301643807,0.203621779277458,"Yes",0.201426397426407,"Yes",0.268621789065068,"Yes",2020-05-13
"62","No",0.644880174291939,"Germany","Female",0.130434782608696,0.9,0.607134474399546,"2","0","0",0.632476601515445,0.207873035271766,"Yes",0.193066664252511,"Yes",0.282279368521836,"Yes",2015-12-07
"63","No",0.357298474945534,"Spain","Male",0.217391304347826,0.1,0.2235357391521,"2","0","0",0.894018128731294,0.0928846171235932,"No",0.0810571599772703,"No",0.0836110084440313,"No",2020-03-27
"64","No",0.638344226579521,"Spain","Male",0.550724637681159,0.8,0.313701710523185,"1","1","1",0.496981361720044,0.27366352955155,"Yes",0.291927253658606,"Yes",0.188055721411798,"Yes",2018-12-03
"65","No",0.461873638344227,"Germany","Male",0.115942028985507,0.4,0.435102435415112,"1","1","1",0.464189780124002,0.128598658338302,"No",0.11784638164141,"No",0.1499551239245,"No",2019-09-22
"66","No",0.784313725490196,"Germany","Female",0.260869565217391,0.6,0.676894192379065,"2","1","1",0.138747150352859,0.333878387624505,"Yes",0.331897990165172,"Yes",0.415612236426194,"Yes",2020-02-21
"67","No",0.413943355119826,"Germany","Female",0.231884057971014,0.1,0.405076977668503,"1","1","0",0.552152380552343,0.308260356272925,"Yes",0.304779400178744,"Yes",0.375199591798851,"Yes",2018-04-13
"68","No",0.749455337690632,"Germany","Male",0.36231884057971,1,0.490956348053506,"2","1","1",0.983402414930626,0.269748524542181,"Yes",0.285639810681,"Yes",0.435139839906181,"Yes",2015-12-28
"69","No",0.588235294117647,"Germany","Female",0.246376811594203,0.5,0.600744031172178,"2","0","1",0.568280620799286,0.323822201825831,"Yes",0.320521466681137,"Yes",0.384793038620013,"Yes",2018-08-22
"70","No",0.618736383442266,"France","Female",0.0434782608695652,0.8,0.39208453121345,"1","1","0",0.0909657872326807,0.0680287522180976,"No",0.0529978427148901,"No",0.0498147564324952,"No",2018-12-02
"71","Yes",0.75599128540305,"Germany","Male",0.579710144927536,0.2,0.53306679217845,"4","1","0",0.141824944282179,0.537813573556936,"Yes",0.591745335297126,"Yes",0.652348072320014,"Yes",2020-10-24
"72","No",0.919389978213508,"France","Male",0.159420289855072,0.6,0,"1","1","0",0.169727658991434,0.0490869107352573,"No",0.0421578089634388,"No",0.0306491873530532,"No",2017-09-04
"73","No",0.579520697167756,"Spain","Female",0.27536231884058,0,0.652086191648569,"1","0","1",0.220980953681077,0.228494711746153,"Yes",0.205063187445556,"Yes",0.17947720137539,"Yes",2018-09-03
"74","No",0.464052287581699,"Germany","Female",0.101449275362319,0.5,0.628864253211334,"2","1","1",0.292104045936387,0.211001524291386,"Yes",0.191699888982122,"Yes",0.216941930090667,"Yes",2017-04-03
"75","No",0.278867102396514,"France","Male",0.260869565217391,0.9,0,"2","0","1",0.727823607154483,0.0817647349188447,"No",0.0756486795655446,"No",0.0606298415986606,"No",2016-09-23
"76","No",0.749455337690632,"France","Female",0.0434782608695652,0.1,0.712313872138285,"2","1","0",0.11189278576104,0.0928863329123892,"No",0.0706038584335495,"No",0.0404995673353328,"No",2018-06-27
"77","No",0.594771241830065,"France","Male",0.536231884057971,0.8,0,"2","1","1",0.695816750499673,0.218646702102251,"Yes",0.238002058014887,"Yes",0.203315009596201,"Yes",2016-03-11
"78","No",0.625272331154684,"France","Female",0.202898550724638,0.9,0,"1","1","1",0.741066071809858,0.0981713397887397,"No",0.0878702173779746,"No",0.0669089078616896,"No",2019-01-12
"79","No",0.797385620915033,"Spain","Male",0.217391304347826,0.5,0.307906768042754,"1","0","1",0.971233002751763,0.081910446573038,"No",0.0713440971206566,"No",0.0697826739210949,"No",2016-10-22
"80","No",0.0544662309368192,"Germany","Female",0.333333333333333,1,0.487009127889335,"2","1","0",0.491497087971901,0.40040998425399,"Yes",0.415114304752083,"Yes",0.531433064017737,"Yes",2016-02-28
"81","No",0.596949891067538,"France","Female",0.231884057971014,0.1,0.385198388716311,"2","0","0",0.857092252310096,0.161794263698209,"No",0.143583544855544,"No",0.131137885402422,"No",2019-04-18
"82","Yes",0.840958605664488,"France","Female",0.202898550724638,0.2,0,"1","1","0",0.682298209479005,0.106606911477875,"No",0.0947412371633307,"No",0.0710639082519465,"No",2019-09-11
"83","No",0.331154684095861,"France","Female",0.260869565217391,0.3,0,"2","0","0",0.130052470010886,0.14648796688198,"No",0.135654861383033,"No",0.115171351530311,"No",2016-09-15
"84","No",0.250544662309368,"France","Female",0.231884057971014,0.4,0.359937455083855,"1","1","1",0.796194586583019,0.162890517308977,"No",0.145246018987819,"No",0.154389579434707,"No",2017-04-29
"85","No",0.222222222222222,"France","Female",0.405797101449275,0.4,0,"2","1","0",0.00948130546467188,0.245779043928002,"Yes",0.248472361380629,"Yes",0.247637660730257,"Yes",2019-10-19
"86","No",0.568627450980392,"Spain","Female",0.826086956521739,1,0,"2","1","1",0.573375607370504,0.62901167894273,"Yes",0.698870392300039,"Yes",0.331612833731785,"Yes",2016-03-04
"87","Yes",0.782135076252723,"Spain","Male",0.0579710144927536,0.3,0.484985039144778,"1","1","0",0.643220277536505,0.0500190635212086,"No",0.0383305222270349,"No",0.0393254402465309,"No",2017-05-23
"88","No",0.736383442265795,"France","Male",0.173913043478261,0.9,0,"2","1","0",0.759361369010741,0.0513425844824832,"No",0.0447041202572237,"No",0.0331858649223552,"No",2015-04-21
"89","Yes",0.555555555555556,"France","Female",0.405797101449275,0.4,0,"3","1","0",0.466243726275859,0.230273338505276,"Yes",0.232927118375929,"Yes",0.206196661705357,"Yes",2020-02-10
"90","No",0.531590413943355,"Germany","Female",0.144927536231884,0.3,0.325325991919667,"2","1","1",0.783973769494987,0.211311756358745,"Yes",0.199994306508979,"Yes",0.242076864667921,"Yes",2017-05-03
"91","Yes",0.557734204793028,"Spain","Female",0.376811594202899,0.5,0,"3","1","1",0.871051385407306,0.209117120274705,"Yes",0.207275557131326,"Yes",0.137307703203707,"No",2015-07-05
"92","No",0.908496732026144,"France","Male",0.391304347826087,0.7,0.47280770451461,"2","1","0",0.735674656929737,0.163107005207004,"No",0.159205015362254,"Yes",0.168243966549157,"Yes",2019-06-26
"93","No",0.289760348583878,"France","Female",0.260869565217391,1,0,"2","1","0",0.548067290426236,0.130225943486443,"No",0.121404745786727,"No",0.0919772457485771,"No",2018-01-18
"94","No",0.823529411764706,"France","Male",0.159420289855072,0.8,0,"2","1","1",0.861477421093714,0.0482785615117752,"No",0.0415589107884277,"No",0.0307284068964348,"No",2018-02-05
"95","No",0.738562091503268,"Spain","Male",0.347826086956522,0.4,0,"2","0","1",0.429895505020729,0.116506751910135,"No",0.112890018871478,"No",0.0819275368834222,"No",2020-02-08
"96","No",0.270152505446623,"Spain","Male",0.246376811594203,1,0.702571908777783,"1","0","1",0.606388910140918,0.121045945624232,"No",0.105745110482701,"No",0.0768224130935891,"No",2020-11-07
"97","No",0.832244008714597,"Spain","Male",0.333333333333333,0.9,0.409837476243841,"1","0","1",0.322949191647802,0.126668472699046,"No",0.119167253959647,"No",0.110109877200947,"No",2016-08-01
"98","No",0.92156862745098,"Germany","Male",0.159420289855072,0.8,0.386955516480815,"2","1","1",0.986416952818994,0.12357866724899,"No",0.117299639446973,"No",0.208469971000244,"Yes",2019-06-15
"99","No",0.694989106753813,"Spain","Male",0.0579710144927536,0.8,0,"2","0","0",0.498214879520994,0.0333321360148244,"No",0.0265145105325608,"No",0.0176066893613883,"No",2018-08-29
"100","No",0.0479302832244009,"France","Male",0.231884057971014,0.9,0,"2","0","0",0.0326161148389671,0.0768306206784495,"No",0.069691124827946,"No",0.062507304490815,"No",2017-11-28
"101","No",0.596949891067538,"France","Female",0.318840579710145,0.6,0,"1","1","1",0.809259534285524,0.162467762903491,"No",0.156565329923561,"Yes",0.127449180551904,"No",2019-12-19
"102","No",0.505446623093682,"France","Female",0.376811594202899,0.6,0,"2","0","0",0.835834072153891,0.203784194907182,"Yes",0.203289140125604,"Yes",0.172136104575825,"Yes",2018-04-14
"103","No",0.75599128540305,"France","Male",0.188405797101449,0.9,0.329512871142223,"1","1","0",0.209815737402922,0.0674356205885559,"No",0.0580651497027733,"No",0.0619611955978762,"No",2020-02-23
"104","No",0.298474945533769,"Spain","Male",0.260869565217391,0.7,0,"2","1","0",0.302653803438228,0.086538904422287,"No",0.0794009041025074,"No",0.0459706982421019,"No",2019-03-20
"105","Yes",0.607843137254902,"Spain","Female",0.681159420289855,0.1,0,"1","1","1",0.888305333159317,0.518214558856103,"Yes",0.567642464915703,"Yes",0.449030714929708,"Yes",2020-01-24
"106","Yes",0.503267973856209,"Spain","Female",0.405797101449275,0.4,0.426760004430484,"2","1","1",0.154879841024818,0.29551254784424,"Yes",0.290598683716867,"Yes",0.242100006973783,"Yes",2020-02-16
"107","No",0.416122004357298,"Germany","Male",0.202898550724638,0.1,0.354481056432116,"1","1","1",0.0502195459666398,0.180248970867846,"Yes",0.174994005793007,"Yes",0.234372964080476,"Yes",2018-06-13
"108","No",0.85838779956427,"Germany","Female",0.260869565217391,0.2,0.397798365065274,"1","0","1",0.184842352444658,0.305429986534957,"Yes",0.306835544488029,"Yes",0.401203131298769,"Yes",2015-10-01
"109","No",0.466230936819172,"Spain","Male",0.217391304347826,0.5,0.598222170603212,"1","0","0",0.359290362229593,0.106417813454648,"No",0.0911710875560269,"No",0.0763915976901387,"No",2018-05-31
"110","Yes",0.191721132897603,"Germany","Male",0.246376811594203,0.9,0.370006363938442,"1","1","0",0.497238886313643,0.19401839147415,"Yes",0.19464224679014,"Yes",0.289891404771764,"Yes",2016-03-27
"111","No",0.640522875816993,"Germany","Male",0.173913043478261,0.3,0.360850933540387,"1","0","1",0.315386619422155,0.149738415292275,"No",0.142985509686652,"No",0.184858666239132,"Yes",2019-08-28
"112","No",0.320261437908497,"Germany","Male",0.304347826086957,0.7,0.430673266584054,"2","1","0",0.13611139863857,0.246244444722974,"Yes",0.253383194544577,"Yes",0.356196128642298,"Yes",2015-04-08
"113","No",0.372549019607843,"France","Male",0.347826086956522,0.2,0.399518186846301,"1","0","0",0.433970594191745,0.163227420120222,"No",0.154992492352843,"Yes",0.172221064391954,"Yes",2016-11-04
"114","No",0.618736383442266,"Spain","Male",0.260869565217391,0.9,0.423241763219481,"1","0","1",0.114924675306492,0.101226016227254,"No",0.0906340908661831,"No",0.077461659493579,"No",2017-08-28
"115","Yes",0.718954248366013,"Germany","Male",0.144927536231884,0.9,0.615690378511849,"2","0","1",0.506495170288763,0.138139485740734,"No",0.128272407959554,"No",0.200552525579739,"Yes",2020-03-30
"116","No",0.516339869281046,"Germany","Female",0.173913043478261,0.9,0.527510153624525,"2","1","1",0.370823163612125,0.236773006309389,"Yes",0.226830134618976,"Yes",0.316624003130387,"Yes",2020-02-01
"117","No",0.603485838779956,"Germany","Female",0.27536231884058,0.6,0.669054116753141,"1","1","0",0.578188767027251,0.357464681592499,"Yes",0.357855629138714,"Yes",0.422236549550959,"Yes",2016-08-12
"118","No",0.250544662309368,"France","Female",0.333333333333333,0.1,0,"2","1","0",0.158788764326993,0.200596876863799,"Yes",0.194130087680396,"Yes",0.201500385829364,"Yes",2016-07-20
"119","Yes",0.289760348583878,"Germany","Female",0.188405797101449,0.8,0.429730772362596,"1","1","0",0.998664422452344,0.250389994032619,"Yes",0.242970871924835,"Yes",0.317282609646641,"Yes",2018-04-28
"120","No",0.671023965141612,"Germany","Male",0.231884057971014,0.4,0.738043920541603,"2","1","0",0.604172198444951,0.223226999957916,"Yes",0.216432806892987,"Yes",0.231317631147617,"Yes",2018-10-29
"121","No",0.952069716775599,"France","Male",0.231884057971014,0.8,0.515880132845969,"2","0","0",0.190619154129219,0.0882723927911177,"No",0.0773714425219172,"No",0.0875687866573344,"No",2016-10-24
"122","No",0.616557734204793,"Spain","Male",0.304347826086957,0.6,0.479052750062784,"1","0","0",0.500644661565179,0.131177717441015,"No",0.120243663597583,"No",0.100980919694678,"No",2020-01-01
"123","No",0.577342047930283,"France","Female",0.304347826086957,0.6,0,"2","1","0",0.705358861771299,0.154677759595103,"No",0.147706694280691,"No",0.118629987955442,"No",2019-10-28
"124","No",0.638344226579521,"Germany","Female",0.434782608695652,1,0.503728107296472,"1","1","1",0.990683510275231,0.475559060279129,"Yes",0.508621869624912,"Yes",0.641303523496841,"Yes",2015-10-19
"125","No",0.509803921568627,"France","Female",0.144927536231884,0.3,0,"1","0","0",0.918261844006103,0.0898358038317499,"No",0.0767717873244971,"No",0.0520020239654754,"No",2016-01-28
"126","Yes",0.0893246187363834,"France","Male",0.347826086956522,0.9,0.60822882310503,"1","1","0",0.551320951150835,0.173307390472879,"Yes",0.163756839282411,"Yes",0.205709079741643,"Yes",2015-09-21
"127","Yes",0.344226579520697,"France","Female",0.492753623188406,0.1,0,"1","0","1",0.0431264685777492,0.329833846754259,"Yes",0.346008937223099,"Yes",0.373987047977695,"Yes",2015-01-18
"128","Yes",0.509803921568627,"Germany","Male",0.550724637681159,0,0.591902632658543,"1","1","0",0.234084855103662,0.542699107286666,"Yes",0.589758739792851,"Yes",0.654443110341295,"Yes",2019-03-28
"129","No",0.952069716775599,"France","Female",0.333333333333333,0.7,0,"2","1","0",0.856917785648529,0.155948853454831,"No",0.15178718907876,"Yes",0.146133112632884,"No",2015-05-07
"130","No",0.825708061002179,"France","Male",0.0869565217391304,0.9,0.405850319546075,"1","1","0",0.836303717004974,0.0458686818575793,"No",0.0365401349886155,"No",0.0391344705490744,"No",2020-02-07
"131","No",0.799564270152505,"France","Female",0.231884057971014,0.3,0,"2","1","1",0.621132218126831,0.118215951114457,"No",0.107281931854136,"No",0.0830541063819444,"No",2020-09-10
"132","No",0.880174291938998,"Germany","Female",0.217391304347826,0.9,0.521576031128814,"1","1","1",0.574673031274487,0.253943622387224,"Yes",0.249403780975402,"Yes",0.418547096810832,"Yes",2017-08-17
"133","No",0.644880174291939,"France","Male",0.289855072463768,0.9,0.488528509722812,"1","1","1",0.178003499334186,0.114798463611674,"No",0.105054431416964,"No",0.11419766220962,"No",2019-08-29
"134","No",0.642701525054466,"France","Male",0.101449275362319,0.1,0,"2","0","1",0.0822468045698364,0.0455891519727682,"No",0.0373653024296527,"No",0.0224666296686326,"No",2016-03-17
"135","No",0.867102396514161,"Germany","Male",0.304347826086957,0.7,0.497526545538868,"2","1","1",0.622056906434564,0.229330913042044,"Yes",0.2353671290028,"Yes",0.353666678461094,"Yes",2015-07-12
"136","No",0.431372549019608,"Germany","Female",0.463768115942029,0.5,0.577505592011482,"2","1","1",0.174664930500863,0.559473661590026,"Yes",0.593761624801507,"Yes",0.662026127166556,"Yes",2020-01-25
"137","No",0.152505446623094,"Germany","Female",0.231884057971014,0.5,0.253744179559119,"1","0","1",0.838943619115626,0.28261093973578,"Yes",0.282573832598055,"Yes",0.362879725609705,"Yes",2017-05-05
"138","No",0.535947712418301,"France","Male",0.318840579710145,0.2,0.531941474723861,"1","0","1",0.465813285168734,0.153138523154037,"No",0.141616844305001,"No",0.129898698099514,"No",2020-02-27
"139","Yes",0.420479302832244,"Spain","Female",0.434782608695652,0.2,0.849532971733663,"1","1","0",0.375784237394671,0.405699391983197,"Yes",0.396731198738594,"Yes",0.249109039844851,"Yes",2016-08-07
"140","Yes",0.40958605664488,"Spain","Female",0.246376811594203,0.1,0.516107396433349,"2","0","1",0.0429003469831369,0.195197665243958,"Yes",0.173067187921572,"Yes",0.166376134393357,"Yes",2017-03-21
"141","No",0.79520697167756,"Germany","Male",0.376811594202899,1,0.547840320346799,"1","1","0",0.947752110326536,0.288173614731946,"Yes",0.305993037779746,"Yes",0.460010059516031,"Yes",2018-02-22
